Number of prospects entering the Quiz Funnel,Cost per Prospect Entering the Quiz Funnel,Lead Conversion Rate,Sales per Lead,Break-even Product Price,Number of generated leads,Number of Sales,Initial Ad Investment,Revenue
16500,0.4,0.21000000000000002,0.18000000000000002,10.58201058201058,3465.0000000000005,623.7000000000002,6600,6600.000000000001
16500,0.4,0.27,0.14,10.58201058201058,4455,623.7,6600,6600
17000,0.4,0.21000000000000002,0.18000000000000002,10.58201058201058,3570.0000000000005,642.6000000000001,6800,6800.000000000001
17000,0.4,0.27,0.14,10.58201058201058,4590,642.6,6800,6799.999999999999
17500,0.4,0.21000000000000002,0.18000000000000002,10.58201058201058,3675.0000000000005,661.5000000000001,7000,7000
17500,0.4,0.27,0.14,10.58201058201058,4725,661.5000000000001,7000,7000
18000,0.4,0.21000000000000002,0.18000000000000002,10.58201058201058,3780.0000000000005,680.4000000000002,7200,7200.000000000001
18000,0.4,0.27,0.14,10.58201058201058,4860,680.4000000000001,7200,7200
18500,0.4,0.21000000000000002,0.18000000000000002,10.58201058201058,3885.0000000000005,699.3000000000002,7400,7400.000000000001
18500,0.4,0.27,0.14,10.58201058201058,4995,699.3000000000001,7400,7400
19000,0.4,0.21000000000000002,0.18000000000000002,10.58201058201058,3990.0000000000005,718.2000000000002,7600,7600.000000000001
19000,0.4,0.27,0.14,10.58201058201058,5130,718.2,7600,7599.999999999999
19500,0.4,0.21000000000000002,0.18000000000000002,10.58201058201058,4095.0000000000005,737.1000000000001,7800,7800
19500,0.4,0.27,0.14,10.58201058201058,5265,737.1,7800,7799.999999999999
20000,0.4,0.21000000000000002,0.18000000000000002,10.58201058201058,4200,756.0000000000001,8000,8000
20000,0.4,0.27,0.14,10.58201058201058,5400,756.0000000000001,8000,8000
1000,0.4,0.29000000000000004,0.13,10.610079575596817,290.00000000000006,37.70000000000001,400,400.0000000000001
1500,0.4,0.29000000000000004,0.13,10.610079575596817,435.00000000000006,56.55000000000001,600,600.0000000000001
2000,0.4,0.29000000000000004,0.13,10.610079575596817,580.0000000000001,75.40000000000002,800,800.0000000000002
2500,0.4,0.29000000000000004,0.13,10.610079575596817,725.0000000000001,94.25000000000001,1000,1000.0000000000001
3000,0.4,0.29000000000000004,0.13,10.610079575596817,870.0000000000001,113.10000000000002,1200,1200.0000000000002
3500,0.4,0.29000000000000004,0.13,10.610079575596817,1015.0000000000001,131.95000000000002,1400,1400.0000000000002
4000,0.4,0.29000000000000004,0.13,10.610079575596817,1160.0000000000002,150.80000000000004,1600,1600.0000000000005
4500,0.4,0.29000000000000004,0.13,10.610079575596817,1305.0000000000002,169.65000000000003,1800,1800.0000000000005
5000,0.4,0.29000000000000004,0.13,10.610079575596817,1450.0000000000002,188.50000000000003,2000,2000.0000000000002
5500,0.4,0.29000000000000004,0.13,10.610079575596817,1595.0000000000002,207.35000000000002,2200,2200.0000000000005
6000,0.4,0.29000000000000004,0.13,10.610079575596817,1740.0000000000002,226.20000000000005,2400,2400.0000000000005
6500,0.4,0.29000000000000004,0.13,10.610079575596817,1885.0000000000002,245.05000000000004,2600,2600.0000000000005
7000,0.4,0.29000000000000004,0.13,10.610079575596817,2030.0000000000002,263.90000000000003,2800,2800.0000000000005
7500,0.4,0.29000000000000004,0.13,10.610079575596817,2175.0000000000005,282.75000000000006,3000,3000.0000000000005
8000,0.4,0.29000000000000004,0.13,10.610079575596817,2320.0000000000005,301.6000000000001,3200,3200.000000000001
8500,0.4,0.29000000000000004,0.13,10.610079575596817,2465.0000000000005,320.45000000000005,3400,3400.0000000000005
9000,0.4,0.29000000000000004,0.13,10.610079575596817,2610.0000000000005,339.30000000000007,3600,3600.000000000001
9500,0.4,0.29000000000000004,0.13,10.610079575596817,2755.0000000000005,358.1500000000001,3800,3800.000000000001
10000,0.4,0.29000000000000004,0.13,10.610079575596817,2900.0000000000005,377.00000000000006,4000,4000.0000000000005
10500,0.4,0.29000000000000004,0.13,10.610079575596817,3045.0000000000005,395.8500000000001,4200,4200.000000000001
11000,0.4,0.29000000000000004,0.13,10.610079575596817,3190.0000000000005,414.70000000000005,4400,4400.000000000001
11500,0.4,0.29000000000000004,0.13,10.610079575596817,3335.0000000000005,433.55000000000007,4600,4600.000000000001
12000,0.4,0.29000000000000004,0.13,10.610079575596817,3480.0000000000005,452.4000000000001,4800,4800.000000000001
12500,0.4,0.29000000000000004,0.13,10.610079575596817,3625.0000000000005,471.25000000000006,5000,5000.000000000001
13000,0.4,0.29000000000000004,0.13,10.610079575596817,3770.0000000000005,490.1000000000001,5200,5200.000000000001
13500,0.4,0.29000000000000004,0.13,10.610079575596817,3915.0000000000005,508.9500000000001,5400,5400.000000000001
14000,0.4,0.29000000000000004,0.13,10.610079575596817,4060.0000000000005,527.8000000000001,5600,5600.000000000001
14500,0.4,0.29000000000000004,0.13,10.610079575596817,4205.000000000001,546.6500000000001,5800,5800.000000000001
15000,0.4,0.29000000000000004,0.13,10.610079575596817,4350.000000000001,565.5000000000001,6000,6000.000000000001
15500,0.4,0.29000000000000004,0.13,10.610079575596817,4495.000000000001,584.3500000000001,6200,6200.000000000002
16000,0.4,0.29000000000000004,0.13,10.610079575596817,4640.000000000001,603.2000000000002,6400,6400.000000000002
16500,0.4,0.29000000000000004,0.13,10.610079575596817,4785.000000000001,622.0500000000002,6600,6600.000000000002
17000,0.4,0.29000000000000004,0.13,10.610079575596817,4930.000000000001,640.9000000000001,6800,6800.000000000001
17500,0.4,0.29000000000000004,0.13,10.610079575596817,5075.000000000001,659.7500000000001,7000,7000.000000000001
18000,0.4,0.29000000000000004,0.13,10.610079575596817,5220.000000000001,678.6000000000001,7200,7200.000000000002
18500,0.4,0.29000000000000004,0.13,10.610079575596817,5365.000000000001,697.4500000000002,7400,7400.000000000002
19000,0.4,0.29000000000000004,0.13,10.610079575596817,5510.000000000001,716.3000000000002,7600,7600.000000000002
19500,0.4,0.29000000000000004,0.13,10.610079575596817,5655.000000000001,735.1500000000001,7800,7800.000000000001
20000,0.4,0.29000000000000004,0.13,10.610079575596817,5800.000000000001,754.0000000000001,8000,8000.000000000001
1000,0.4,0.25,0.15000000000000002,10.666666666666666,250,37.50000000000001,400,400.00000000000006
1500,0.4,0.25,0.15000000000000002,10.666666666666666,375,56.25000000000001,600,600
2000,0.4,0.25,0.15000000000000002,10.666666666666666,500,75.00000000000001,800,800.0000000000001
2500,0.4,0.25,0.15000000000000002,10.666666666666666,625,93.75000000000001,1000,1000.0000000000001
3000,0.4,0.25,0.15000000000000002,10.666666666666666,750,112.50000000000001,1200,1200
3500,0.4,0.25,0.15000000000000002,10.666666666666666,875,131.25000000000003,1400,1400.0000000000002
4000,0.4,0.25,0.15000000000000002,10.666666666666666,1000,150.00000000000003,1600,1600.0000000000002
4500,0.4,0.25,0.15000000000000002,10.666666666666666,1125,168.75000000000003,1800,1800.0000000000002
5000,0.4,0.25,0.15000000000000002,10.666666666666666,1250,187.50000000000003,2000,2000.0000000000002
5500,0.4,0.25,0.15000000000000002,10.666666666666666,1375,206.25000000000003,2200,2200
6000,0.4,0.25,0.15000000000000002,10.666666666666666,1500,225.00000000000003,2400,2400
6500,0.4,0.25,0.15000000000000002,10.666666666666666,1625,243.75000000000003,2600,2600
7000,0.4,0.25,0.15000000000000002,10.666666666666666,1750,262.50000000000006,2800,2800.0000000000005
7500,0.4,0.25,0.15000000000000002,10.666666666666666,1875,281.25000000000006,3000,3000.0000000000005
8000,0.4,0.25,0.15000000000000002,10.666666666666666,2000,300.00000000000006,3200,3200.0000000000005
8500,0.4,0.25,0.15000000000000002,10.666666666666666,2125,318.75000000000006,3400,3400.0000000000005
9000,0.4,0.25,0.15000000000000002,10.666666666666666,2250,337.50000000000006,3600,3600.0000000000005
9500,0.4,0.25,0.15000000000000002,10.666666666666666,2375,356.25000000000006,3800,3800.0000000000005
10000,0.4,0.25,0.15000000000000002,10.666666666666666,2500,375.00000000000006,4000,4000.0000000000005
10500,0.4,0.25,0.15000000000000002,10.666666666666666,2625,393.75000000000006,4200,4200
11000,0.4,0.25,0.15000000000000002,10.666666666666666,2750,412.50000000000006,4400,4400
11500,0.4,0.25,0.15000000000000002,10.666666666666666,2875,431.25000000000006,4600,4600
12000,0.4,0.25,0.15000000000000002,10.666666666666666,3000,450.00000000000006,4800,4800
12500,0.4,0.25,0.15000000000000002,10.666666666666666,3125,468.75000000000006,5000,5000
13000,0.4,0.25,0.15000000000000002,10.666666666666666,3250,487.50000000000006,5200,5200
13500,0.4,0.25,0.15000000000000002,10.666666666666666,3375,506.25000000000006,5400,5400
14000,0.4,0.25,0.15000000000000002,10.666666666666666,3500,525.0000000000001,5600,5600.000000000001
14500,0.4,0.25,0.15000000000000002,10.666666666666666,3625,543.7500000000001,5800,5800.000000000001
15000,0.4,0.25,0.15000000000000002,10.666666666666666,3750,562.5000000000001,6000,6000.000000000001
15500,0.4,0.25,0.15000000000000002,10.666666666666666,3875,581.2500000000001,6200,6200.000000000001
16000,0.4,0.25,0.15000000000000002,10.666666666666666,4000,600.0000000000001,6400,6400.000000000001
16500,0.4,0.25,0.15000000000000002,10.666666666666666,4125,618.7500000000001,6600,6600.000000000001
17000,0.4,0.25,0.15000000000000002,10.666666666666666,4250,637.5000000000001,6800,6800.000000000001
17500,0.4,0.25,0.15000000000000002,10.666666666666666,4375,656.2500000000001,7000,7000.000000000001
18000,0.4,0.25,0.15000000000000002,10.666666666666666,4500,675.0000000000001,7200,7200.000000000001
18500,0.4,0.25,0.15000000000000002,10.666666666666666,4625,693.7500000000001,7400,7400.000000000001
19000,0.4,0.25,0.15000000000000002,10.666666666666666,4750,712.5000000000001,7600,7600.000000000001
19500,0.4,0.25,0.15000000000000002,10.666666666666666,4875,731.2500000000001,7800,7800.000000000001
20000,0.4,0.25,0.15000000000000002,10.666666666666666,5000,750.0000000000001,8000,8000.000000000001
1000,0.5,0.26,0.18000000000000002,10.683760683760681,260,46.800000000000004,500,499.99999999999994
1500,0.5,0.26,0.18000000000000002,10.683760683760681,390,70.2,750,749.9999999999999
2000,0.5,0.26,0.18000000000000002,10.683760683760681,520,93.60000000000001,1000,999.9999999999999
2500,0.5,0.26,0.18000000000000002,10.683760683760681,650,117.00000000000001,1250,1249.9999999999998
3000,0.5,0.26,0.18000000000000002,10.683760683760681,780,140.4,1500,1499.9999999999998
3500,0.5,0.26,0.18000000000000002,10.683760683760681,910,163.8,1750,1749.9999999999998
4000,0.5,0.26,0.18000000000000002,10.683760683760681,1040,187.20000000000002,2000,1999.9999999999998
4500,0.5,0.26,0.18000000000000002,10.683760683760681,1170,210.60000000000002,2250,2249.9999999999995
5000,0.5,0.26,0.18000000000000002,10.683760683760681,1300,234.00000000000003,2500,2499.9999999999995
5500,0.5,0.26,0.18000000000000002,10.683760683760681,1430,257.40000000000003,2750,2749.9999999999995
6000,0.5,0.26,0.18000000000000002,10.683760683760681,1560,280.8,3000,2999.9999999999995
6500,0.5,0.26,0.18000000000000002,10.683760683760681,1690,304.20000000000005,3250,3249.9999999999995
7000,0.5,0.26,0.18000000000000002,10.683760683760681,1820,327.6,3500,3499.9999999999995
7500,0.5,0.26,0.18000000000000002,10.683760683760681,1950,351.00000000000006,3750,3749.9999999999995
8000,0.5,0.26,0.18000000000000002,10.683760683760681,2080,374.40000000000003,4000,3999.9999999999995
8500,0.5,0.26,0.18000000000000002,10.683760683760681,2210,397.80000000000007,4250,4250
9000,0.5,0.26,0.18000000000000002,10.683760683760681,2340,421.20000000000005,4500,4499.999999999999
9500,0.5,0.26,0.18000000000000002,10.683760683760681,2470,444.6000000000001,4750,4750
10000,0.5,0.26,0.18000000000000002,10.683760683760681,2600,468.00000000000006,5000,4999.999999999999
10500,0.5,0.26,0.18000000000000002,10.683760683760681,2730,491.40000000000003,5250,5249.999999999999
11000,0.5,0.26,0.18000000000000002,10.683760683760681,2860,514.8000000000001,5500,5499.999999999999
11500,0.5,0.26,0.18000000000000002,10.683760683760681,2990,538.2,5750,5749.999999999999
12000,0.5,0.26,0.18000000000000002,10.683760683760681,3120,561.6,6000,5999.999999999999
12500,0.5,0.26,0.18000000000000002,10.683760683760681,3250,585.0000000000001,6250,6250
13000,0.5,0.26,0.18000000000000002,10.683760683760681,3380,608.4000000000001,6500,6499.999999999999
13500,0.5,0.26,0.18000000000000002,10.683760683760681,3510,631.8000000000001,6750,6749.999999999999
14000,0.5,0.26,0.18000000000000002,10.683760683760681,3640,655.2,7000,6999.999999999999
14500,0.5,0.26,0.18000000000000002,10.683760683760681,3770,678.6,7250,7249.999999999998
15000,0.5,0.26,0.18000000000000002,10.683760683760681,3900,702.0000000000001,7500,7499.999999999999
15500,0.5,0.26,0.18000000000000002,10.683760683760681,4030,725.4000000000001,7750,7749.999999999999
16000,0.5,0.26,0.18000000000000002,10.683760683760681,4160,748.8000000000001,8000,7999.999999999999
16500,0.5,0.26,0.18000000000000002,10.683760683760681,4290,772.2,8250,8249.999999999998
17000,0.5,0.26,0.18000000000000002,10.683760683760681,4420,795.6000000000001,8500,8500
17500,0.5,0.26,0.18000000000000002,10.683760683760681,4550,819.0000000000001,8750,8750
18000,0.5,0.26,0.18000000000000002,10.683760683760681,4680,842.4000000000001,9000,8999.999999999998
18500,0.5,0.26,0.18000000000000002,10.683760683760681,4810,865.8000000000001,9250,9249.999999999998
19000,0.5,0.26,0.18000000000000002,10.683760683760681,4940,889.2000000000002,9500,9500
19500,0.5,0.26,0.18000000000000002,10.683760683760681,5070,912.6000000000001,9750,9750
20000,0.5,0.26,0.18000000000000002,10.683760683760681,5200,936.0000000000001,10000,9999.999999999998
1000,0.4,0.22,0.17,10.695187165775401,220,37.400000000000006,400,400.00000000000006
1500,0.4,0.22,0.17,10.695187165775401,330,56.1,600,600
2000,0.4,0.22,0.17,10.695187165775401,440,74.80000000000001,800,800.0000000000001
2500,0.4,0.22,0.17,10.695187165775401,550,93.5,1000,1000
3000,0.4,0.22,0.17,10.695187165775401,660,112.2,1200,1200
3500,0.4,0.22,0.17,10.695187165775401,770,130.9,1400,1400
4000,0.4,0.22,0.17,10.695187165775401,880,149.60000000000002,1600,1600.0000000000002
4500,0.4,0.22,0.17,10.695187165775401,990,168.3,1800,1800.0000000000002
5000,0.4,0.22,0.17,10.695187165775401,1100,187,2000,2000
5500,0.4,0.22,0.17,10.695187165775401,1210,205.70000000000002,2200,2200
6000,0.4,0.22,0.17,10.695187165775401,1320,224.4,2400,2400
6500,0.4,0.22,0.17,10.695187165775401,1430,243.10000000000002,2600,2600.0000000000005
7000,0.4,0.22,0.17,10.695187165775401,1540,261.8,2800,2800
7500,0.4,0.22,0.17,10.695187165775401,1650,280.5,3000,3000
8000,0.4,0.22,0.17,10.695187165775401,1760,299.20000000000005,3200,3200.0000000000005
8500,0.4,0.22,0.17,10.695187165775401,1870,317.90000000000003,3400,3400.0000000000005
9000,0.4,0.22,0.17,10.695187165775401,1980,336.6,3600,3600.0000000000005
9500,0.4,0.22,0.17,10.695187165775401,2090,355.3,3800,3800
10000,0.4,0.22,0.17,10.695187165775401,2200,374,4000,4000
10500,0.4,0.22,0.17,10.695187165775401,2310,392.70000000000005,4200,4200.000000000001
11000,0.4,0.22,0.17,10.695187165775401,2420,411.40000000000003,4400,4400
11500,0.4,0.22,0.17,10.695187165775401,2530,430.1,4600,4600
12000,0.4,0.22,0.17,10.695187165775401,2640,448.8,4800,4800
12500,0.4,0.22,0.17,10.695187165775401,2750,467.50000000000006,5000,5000.000000000001
13000,0.4,0.22,0.17,10.695187165775401,2860,486.20000000000005,5200,5200.000000000001
13500,0.4,0.22,0.17,10.695187165775401,2970,504.90000000000003,5400,5400
14000,0.4,0.22,0.17,10.695187165775401,3080,523.6,5600,5600
14500,0.4,0.22,0.17,10.695187165775401,3190,542.3000000000001,5800,5800.000000000001
15000,0.4,0.22,0.17,10.695187165775401,3300,561,6000,6000
15500,0.4,0.22,0.17,10.695187165775401,3410,579.7,6200,6200.000000000001
16000,0.4,0.22,0.17,10.695187165775401,3520,598.4000000000001,6400,6400.000000000001
16500,0.4,0.22,0.17,10.695187165775401,3630,617.1,6600,6600
17000,0.4,0.22,0.17,10.695187165775401,3740,635.8000000000001,6800,6800.000000000001
17500,0.4,0.22,0.17,10.695187165775401,3850,654.5,7000,7000
18000,0.4,0.22,0.17,10.695187165775401,3960,673.2,7200,7200.000000000001
18500,0.4,0.22,0.17,10.695187165775401,4070,691.9000000000001,7400,7400.000000000001
19000,0.4,0.22,0.17,10.695187165775401,4180,710.6,7600,7600
19500,0.4,0.22,0.17,10.695187165775401,4290,729.3000000000001,7800,7800.000000000001
20000,0.4,0.22,0.17,10.695187165775401,4400,748,8000,8000
1000,0.6,0.28,0.2,10.714285714285712,280,56,600,599.9999999999999
1500,0.6,0.28,0.2,10.714285714285712,420.00000000000006,84.00000000000001,900,899.9999999999999
2000,0.6,0.28,0.2,10.714285714285712,560,112,1200,1199.9999999999998
2500,0.6,0.28,0.2,10.714285714285712,700.0000000000001,140.00000000000003,1500,1500
3000,0.6,0.28,0.2,10.714285714285712,840.0000000000001,168.00000000000003,1800,1799.9999999999998
3500,0.6,0.28,0.2,10.714285714285712,980.0000000000001,196.00000000000003,2100,2100
4000,0.6,0.28,0.2,10.714285714285712,1120,224,2400,2399.9999999999995
4500,0.6,0.28,0.2,10.714285714285712,1260.0000000000002,252.00000000000006,2700,2700
5000,0.6,0.28,0.2,10.714285714285712,1400.0000000000002,280.00000000000006,3000,3000
5500,0.6,0.28,0.2,10.714285714285712,1540.0000000000002,308.00000000000006,3300,3300
6000,0.6,0.28,0.2,10.714285714285712,1680.0000000000002,336.00000000000006,3600,3599.9999999999995
6500,0.6,0.28,0.2,10.714285714285712,1820.0000000000002,364.00000000000006,3900,3899.9999999999995
7000,0.6,0.28,0.2,10.714285714285712,1960.0000000000002,392.00000000000006,4200,4200
7500,0.6,0.28,0.2,10.714285714285712,2100,420,4500,4499.999999999999
8000,0.6,0.28,0.2,10.714285714285712,2240,448,4800,4799.999999999999
8500,0.6,0.28,0.2,10.714285714285712,2380,476,5100,5099.999999999999
9000,0.6,0.28,0.2,10.714285714285712,2520.0000000000005,504.0000000000001,5400,5400
9500,0.6,0.28,0.2,10.714285714285712,2660.0000000000005,532.0000000000001,5700,5700
10000,0.6,0.28,0.2,10.714285714285712,2800.0000000000005,560.0000000000001,6000,6000
10500,0.6,0.28,0.2,10.714285714285712,2940.0000000000005,588.0000000000001,6300,6300
11000,0.6,0.28,0.2,10.714285714285712,3080.0000000000005,616.0000000000001,6600,6600
11500,0.6,0.28,0.2,10.714285714285712,3220.0000000000005,644.0000000000001,6900,6900
12000,0.6,0.28,0.2,10.714285714285712,3360.0000000000005,672.0000000000001,7200,7199.999999999999
12500,0.6,0.28,0.2,10.714285714285712,3500.0000000000005,700.0000000000001,7500,7499.999999999999
13000,0.6,0.28,0.2,10.714285714285712,3640.0000000000005,728.0000000000001,7800,7799.999999999999
13500,0.6,0.28,0.2,10.714285714285712,3780.0000000000005,756.0000000000001,8100,8099.999999999999
14000,0.6,0.28,0.2,10.714285714285712,3920.0000000000005,784.0000000000001,8400,8400
14500,0.6,0.28,0.2,10.714285714285712,4060.0000000000005,812.0000000000001,8700,8700
15000,0.6,0.28,0.2,10.714285714285712,4200,840,9000,8999.999999999998
15500,0.6,0.28,0.2,10.714285714285712,4340,868,9300,9299.999999999998
16000,0.6,0.28,0.2,10.714285714285712,4480,896,9600,9599.999999999998
16500,0.6,0.28,0.2,10.714285714285712,4620,924,9900,9899.999999999998
17000,0.6,0.28,0.2,10.714285714285712,4760,952,10200,10199.999999999998
17500,0.6,0.28,0.2,10.714285714285712,4900.000000000001,980.0000000000002,10500,10500
18000,0.6,0.28,0.2,10.714285714285712,5040.000000000001,1008.0000000000002,10800,10800
18500,0.6,0.28,0.2,10.714285714285712,5180.000000000001,1036.0000000000002,11100,11100
19000,0.6,0.28,0.2,10.714285714285712,5320.000000000001,1064.0000000000002,11400,11400
19500,0.6,0.28,0.2,10.714285714285712,5460.000000000001,1092.0000000000002,11700,11700
20000,0.6,0.28,0.2,10.714285714285712,5600.000000000001,1120.0000000000002,12000,12000
1000,0.5,0.29000000000000004,0.16,10.775862068965516,290.00000000000006,46.40000000000001,500,500.00000000000006
1500,0.5,0.29000000000000004,0.16,10.775862068965516,435.00000000000006,69.60000000000001,750,750
2000,0.5,0.29000000000000004,0.16,10.775862068965516,580.0000000000001,92.80000000000003,1000,1000.0000000000001
